"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1883","일반야영장업","03_11_07_P","5600000","CDFI2262132016000015","20160520","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 일동면 길명리 398-8번지","","","방아텃골 관광농원","20160520172719","I","2018-11-26 13:44:42.0","","224233.495699402","492894.476241751","일반야영장업","","관리지역","","","","","근린생활시설","","","","","","","","","","","","","","5428","","","","","","","","","","","","","5428",
"1884","일반야영장업","03_11_07_P","5600000","CDFI2262132016000017","20160615","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 영북면 산정리 451번지 외 3필지(448-1, 448-2, 450)","경기도 포천시 영북면 산정호수로 399","11103","산정호수 가족글램핑","20160621174956","I","2018-11-26 13:44:42.0","","227600.283513837","507001.692218624","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","5963","","","","","","","","","","","","","5963",
"1885","일반야영장업","03_11_07_P","5600000","CDFI2262132016000018","20160624","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 26","경기도 포천시 이동면 포화로 320-1","11110","백운힐링 캠핑장","20220304103145","U","2022-03-06 02:40:00.0","","236605.819297832","508242.32788094","일반야영장업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","2096.5","","0","","","","","","","0","","","","2097",
"1886","일반야영장업","03_11_07_P","5600000","CDFI2262132016000019","20160624","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 화현면 화현리 509-4번지","경기도 포천시 화현면 화동로432번길 26","11123","운악레저타운","20180126090242","I","2018-11-26 13:44:42.0","","227236.919673289","489181.443287587","일반야영장업","","관리지역","","","","","","","","","","","","","","","","","","","6745","","","","","","","","","","","","","6745",
"1887","일반야영장업","03_11_07_P","5600000","CDFI2262132016000020","20160704","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 일동면 화대리 1-4번지","경기도 포천시 일동면 무리울길 299","11118","계곡과소나무 캠핑장","20160704093649","I","2018-11-26 13:44:42.0","","231615.409177654","494469.23041877","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","1638","","","","","","","","","","","","","1638",
"1888","일반야영장업","03_11_07_P","5600000","CDFI2262132016000021","20160704","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 신북면 금동리 84-8","경기도 포천시 신북면 지동길 199-10","11137","낭만가족 캠핑장","20210726144308","U","2021-07-28 02:40:00.0","","210683.00112528","492000.905748254","일반야영장업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","5789","","0","","","","","","","360000000","","","","5789",
"1889","일반야영장업","03_11_07_P","5600000","CDFI2262132016000022","20160704","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 105-1 외 5필지(105-2, 105-3, 106, 106-2, 720)","경기도 포천시 이동면 화동로 2440-34","11110","클럽 레스피아(포천 1호점)","20220622091250","U","2022-06-24 02:40:00.0","","233938.494770904","506433.203084884","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","9927","","","","","","","","","300000000","","","","9927",
"1890","일반야영장업","03_11_07_P","3400000","CDFI2262132016000005","20160708","","01","영업/정상","13","영업중","","","","","051 714 0838","","","부산광역시 기장군 일광읍 화전리 135","부산광역시 기장군 일광면 이천8길 132-20","46041","제이스글램핑","20220625092828","U","2022-06-27 02:40:00.0","","403175","199881","일반야영장업","","자연녹지지역","0","학교정화(상대)","","삼성화재해상보험","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","4065","","0","","","","","","","0","","","","4065",
"1891","일반야영장업","03_11_07_P","3400000","CDFI2262132016000006","20160824","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 장안읍 월내리 552-15","부산광역시 기장군 장안읍 해맞이로 290","46033","더무빙카라반캠핑","20220831160318","U","2022-09-02 02:40:00.0","","406347.410636263","204936.530738196","일반야영장업","","자연녹지지역","0","","","한화손해보험","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","659","","0","","","","","","","0","","","","659",
"1892","일반야영장업","03_11_07_P","4270000","CDFI2262132016000005","20160404","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 김삿갓면 내리 616","강원도 영월군 김삿갓면 내리계곡로 1199","26247","자연펜션캠핑장","20220828151656","U","2022-08-30 02:40:00.0","","348293.781877119","402466.67086387","일반야영장업","","","0","","","삼성화재","","0","0","0","0","","","0","0","","0","0","","0","7116","","0","","","","","","","0","","","","7116",
"1893","일반야영장업","03_11_07_P","4270000","CDFI2262132016000006","20160511","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 김삿갓면 와석리 327-2","강원도 영월군 김삿갓면 영월동로 2138","26246","김삿갓휴게소 체험 캠핑장","20210730182804","U","2021-08-01 02:40:00.0","","342978.328773343","403410.064160905","일반야영장업","","","","","","","","","","","","","","","","","","","","","450","","","","","","","","","","","","","450",
"1894","일반야영장업","03_11_07_P","4270000","CDFI2262132016000007","20160511","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 무릉도원면 법흥리 143-3","강원도 영월군 무릉도원면 무릉법흥로 1208-56","26201","영월캠프","20220828160441","U","2022-08-30 02:40:00.0","","313069.790659488","429657.658154668","일반야영장업","","","0","","","삼성화재","","0","0","0","0","","","0","0","","0","0","","0","3970","","0","","","","","","","0","","","","3970",
"1895","일반야영장업","03_11_07_P","4270000","CDFI2262132016000009","20160624","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 무릉도원면 법흥리 99-1","강원도 영월군 무릉도원면 무릉법흥로 1078-12","26201","영월 스타 글램핑","20210126130544","U","2021-01-28 02:40:00.0","","313292.097195955","428611.458333328","일반야영장업","","","","","","","","","","","","","","","","","","","","","2670","","","","","","","","","300000000","","","","2670",
"1896","일반야영장업","03_11_07_P","4270000","CDFI2262132016000010","20160720","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 무릉도원면 법흥리 39-4","강원도 영월군 무릉도원면 무릉법흥로 940","26201","밤골야영장","20221017172818","U","2022-10-19 02:40:00.0","","313462.36707500000","427621.83454500000","일반야영장업","","","0","","","농협손해보험","","0","0","0","0","","","0","0","","0","0","","0","1658","","0","","","","","","","0","","","","1658",
"1897","일반야영장업","03_11_07_P","4270000","CDFI2262132016000011","20160720","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 무릉도원면 두산리 384","강원도 영월군 무릉도원면 두산길 199-8","26200","더불어 사는터","20220820152533","U","2022-08-22 02:40:00.0","","303955.438370089","423771.964271252","일반야영장업","","관리지역","0","기타","","한화손해보험","","0","0","0","0","","","0","0","","0","0","","0","6601","","0","","","","","","","200000000","","","","6601",
"1898","일반야영장업","03_11_07_P","4270000","CDFI2262132016000012","20160720","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 무릉도원면 법흥리 728-1","강원도 영월군 무릉도원면 무릉법흥로 516","26201","첫물내기야영장","20220820154646","U","2022-08-22 02:40:00.0","","311642.230309683","424715.288053384","일반야영장업","","","0","","","삼성화재","","0","0","0","0","","","0","0","","0","0","","0","1648","","0","","","","","","","93000000","","","","1648",
"1899","일반야영장업","03_11_07_P","4270000","CDFI2262132016000013","20160721","","01","영업/정상","13","영업중","","","","","0333787464","","","강원도 영월군 김삿갓면 내리 537","강원도 영월군 김삿갓면 내리계곡로 1146","26247","내리금봉캠핑장","20220828160514","U","2022-08-30 02:40:00.0","","348535.688124552","402085.455568601","일반야영장업","","","0","","","삼성화재","","0","0","0","0","","","0","0","","0","0","","0","2056","","0","","","","","","","0","","","","2056",
"1900","일반야영장업","03_11_07_P","4270000","CDFI2262132016000014","20160727","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 김삿갓면 외룡리 717","강원도 영월군 김삿갓면 영월동로 2435","26247","동강아름캠프","20220820155823","U","2022-08-22 02:40:00.0","","345816.153012034","402762.638115926","일반야영장업","","","0","","","농협손해보험","","0","0","0","0","","","0","0","","0","0","","0","790","","0","","","","","","","0","","","","790",
"1901","일반야영장업","03_11_07_P","4270000","CDFI2262132016000015","20160825","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 무릉도원면 운학리 398","강원도 영월군 무릉도원면 양지마을길 38-11","26200","별빛캠핑장","20220617150825","U","2022-06-19 02:40:00.0","","306489.212900667","427729.75023704","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","4260","","0","","","","","","","0","","","","4260",
"1902","일반야영장업","03_11_07_P","4270000","CDFI2262132016000016","20160825","","01","영업/정상","13","영업중","","","","","033-375-8870","","","강원도 영월군 영월읍 문산리 483-1","강원도 영월군 영월읍 동강로 1488-23 (봉래초교문산분교)","26221","성동힐링센터 휴(休) 영월캠프","20220828160927","U","2022-08-30 02:40:00.0","","335323.323431277","419677.350778238","일반야영장업","","일반주거지역","0","","","영조물공제","","0","0","0","0","","","0","0","","0","0","","0","6116","","0","","","","","","","0","","","","6116",
"1903","일반야영장업","03_11_07_P","4270000","CDFI2262132016000018","20160922","","01","영업/정상","13","영업중","","","","","0333749142","","","강원도 영월군 무릉도원면 법흥리 72","강원도 영월군 무릉도원면 무릉법흥로 994-23","26201","상우농장 야영장","20220828152848","U","2022-08-30 02:40:00.0","","313214.744184733","428083.208903956","일반야영장업","","","0","","","삼성화재","","0","0","0","0","","","0","0","","0","0","","0","5313","","0","","","","","","","0","","","","5313",
"1904","일반야영장업","03_11_07_P","4160000","CDFI2262132017000004","20170302","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 적목리 153-4번지","경기도 가평군 북면 가화로 2697-125","12400","자우림캠핑장","20170302172621","I","2018-11-26 13:44:42.0","","239652.743641242","496455.542824334","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","61.48","","","","","","","","","","","","","61",
"1905","일반야영장업","03_11_07_P","4160000","CDFI2262132017000005","20170308","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 경반리 515","경기도 가평군 가평읍 경반안로 229 (칼봉산오토캠핑장)","12415","케이 캠핑장(K캠핑장)","20220913131208","U","2022-09-15 02:40:00.0","","242405.353837042","480644.537246526","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","464.28","","","","","","","","","","","","","464",
"1906","일반야영장업","03_11_07_P","4160000","CDFI2262132017000006","20170309","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 설악면 가일리 261-3","경기도 가평군 설악면 유명산길 61-75","12473","힐링피아 카라반 글램핑 풀 캠핑장","20210722134801","U","2021-07-24 02:40:00.0","","243611.333381042","455174.26725108","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","192.78","","","","","","","","","","","","","193",
"1907","일반야영장업","03_11_07_P","4160000","CDFI2262132017000007","20170313","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 두밀리 590번지","경기도 가평군 가평읍 태봉두밀로596번길 78-12","12425","여우가달을사랑할때","20170313153023","I","2018-11-26 13:44:42.0","","237917.51985503","478935.51050296","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","49.92","","","","","","","","","","","","","50",
"1908","일반야영장업","03_11_07_P","4160000","CDFI2262132017000008","20170320","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 화악리 1007번지","경기도 가평군 북면 화악산로 1217-2","12402","코끼리캠핑장","20200106084455","U","2020-01-08 02:40:00.0","","246253.423198313","495263.206267162","일반야영장업","","관리지역","1","기타","","","기타","2","0","","","","","","","","","","","","195.58","","","","","","","","","","","","","196",
"1909","일반야영장업","03_11_07_P","4160000","CDFI2262132017000009","20170328","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 상면 덕현리 159-10","경기도 가평군 상면 청군로 316","12446","힐링가평오토캠핑장","20210202111307","U","2021-02-04 02:40:00.0","","235497.858851566","472792.447606696","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","172.28","","","","","","","","","","","","","172",
"1910","일반야영장업","03_11_07_P","4160000","CDFI2262132017000010","20170407","","01","영업/정상","13","영업중","","","","","0315818000","","","경기도 가평군 북면 제령리 218-4","경기도 가평군 북면 제령아랫말길 70 (중바위유원지)","12405","중바위캠핑장","20220722180926","U","2022-07-24 02:40:00.0","","247264.755532336","487380.647621557","일반야영장업","","관리지역","1","기타","","","기타","1","1","0","0","","","0","0","","0","0","","0","246","","0","","","","","","","0","","","","246",
"1911","일반야영장업","03_11_07_P","4160000","CDFI2262132017000011","20170410","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 제령리 219-2","경기도 가평군 북면 제령아랫말길 69","12405","구름계곡캠핑장","20220722181013","U","2022-07-24 02:40:00.0","","247322.428795969","487388.634021241","일반야영장업","","관리지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","37.55","","0","","","","","","","0","","","","38",
"1912","일반야영장업","03_11_07_P","4160000","CDFI2262132017000012","20170410","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 도대리 534번지","경기도 가평군 북면 논남기길 19-36 (명돈골레저유원지)","12401","명돈골캠핑장","20170410151448","I","2018-11-26 13:44:42.0","","240392.185467208","496102.032074124","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","155.16","","","","","","","","","","","","","155",
"1913","일반야영장업","03_11_07_P","4160000","CDFI2262132017000013","20170410","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 적목리 119번지","경기도 가평군 북면 가화로 2745-70","12400","또올래캠핑장","20170410161248","I","2018-11-26 13:44:42.0","","239363.017914142","496967.793016108","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","599.09","","","","","","","","","","","","","599",
"1914","일반야영장업","03_11_07_P","4160000","CDFI2262132017000014","20170421","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 금대리 102-2번지","경기도 가평군 가평읍 북한강변로 274","12428","가평 워크샵 캠핑장 씨브이","20200227173927","U","2020-02-29 02:40:00.0","","247136.422044364","472461.259444737","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","65.34","","","","","","","","","","","","","65",
"1915","일반야영장업","03_11_07_P","5380000","CDFI2262132015000006","20150731","","01","영업/정상","13","영업중","","","","","","","626833","경상남도 양산시 원동면 영포리 702-2","경상남도 양산시 원동면 어영길 170","50585","무릉도원","20220801131205","U","2022-08-03 02:40:00.0","","375525.940051778","215759.117112098","일반야영장업","","","0","","","현대해상화재보험","","0","0","0","0","","","0","0","","0","0","","0","2409","","0","","","","","","","0","","","","2409",
"1916","일반야영장업","03_11_07_P","5380000","CDFI2262132015000007","20150810","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 원동면 내포리 573-2","경상남도 양산시 원동면 늘밭로 201","50585","사지목 나무그늘","20220801173850","U","2022-08-03 02:40:00.0","","376820.951937404","212333.421206278","일반야영장업","","","0","","","농협손해보험","","0","0","0","0","","","0","0","","0","0","","0","831","","0","","","","","","","0","","","","831",
"1917","일반야영장업","03_11_07_P","5380000","CDFI2262132016000001","20160502","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 원동면 영포리 926-1","경상남도 양산시 원동면 어영길 263-14","50585","천태산오토캠핑장","20220801173738","U","2022-08-03 02:40:00.0","","374978.459604351","216412.467833764","일반야영장업","","","0","","","현대해상화재보험","","0","0","0","0","","","0","0","","0","0","","0","1359","","0","","","","","","","0","","","","1359",
"1918","일반야영장업","03_11_07_P","5380000","CDFI2262132016000002","20160516","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 원동면 내포리 산 170-1","경상남도 양산시 원동면 늘밭로 69 (원동자연휴양림)","50585","원동자연휴양림","20221019150313","U","2022-10-21 02:40:00.0","","375947.519569541","212597.649287989","일반야영장업","","","0","","","삼성화재해상보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","36116","","0","","","","","","","0","","","","36116",
"1919","일반야영장업","03_11_07_P","5380000","CDFI2262132016000003","20160711","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 원동면 영포리 712-1","","","아름빌","20220822154920","U","2022-08-24 02:40:00.0","","","","일반야영장업","","관리지역","0","","","농협손해보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","2557","","0","","","","","","","0","","","","2557",
"1920","일반야영장업","03_11_07_P","5380000","CDFI2262132016000004","20160803","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 상북면 석계리 900-1","경상남도 양산시 상북면 구소석5길 20","50561","캠핑라운드","20220706100719","U","2022-07-08 02:40:00.0","","387390.861156938","213444.505165751","일반야영장업","","","0","","","한화손해보험","","0","0","0","0","","","0","0","","0","0","","0","9220","","0","","","","","","","0","","","","9220",
"1921","일반야영장업","03_11_07_P","5380000","CDFI2262132017000001","20170510","","01","영업/정상","13","영업중","","","","","055-372-4700","","","경상남도 양산시 원동면 원리 49-8","","","포시즌","20220802101709","U","2022-08-04 02:40:00.0","","374414.994809634","211975.593429355","일반야영장업","","관리지역","0","기타","","현대해상화재보험","","0","0","0","0","","","0","0","","0","0","","0","660","","0","","","","","","","0","","","","660",
"1922","일반야영장업","03_11_07_P","5380000","CDFI2262132017000003","20170825","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 상북면 소석리 165-2","경상남도 양산시 상북면 공원로 77","50580","소석힐링캠핑장","20220711155154","U","2022-07-13 02:40:00.0","","386267.572551509","213610.521688102","일반야영장업","","자연녹지지역","1","","","현대해상화재보험","","0","0","0","0","","","0","0","","0","0","","0","1668","","0","","","","","","","0","","","","1668",
"1923","일반야영장업","03_11_07_P","5250000","CDFI2262132015000002","20150519","","01","영업/정상","13","영업중","","","","","054-789-5470","","767893","경상북도 울진군 북면 상당리 325","경상북도 울진군 북면 십이령로 2721","36308","구수곡 자연휴양림","20201120200023","U","2020-11-22 02:40:00.0","","403719.350133177","398202.704753104","일반야영장업","","녹지지역","","기타","","","","","","","111","","","","","","","","","","6000","","","","","","","","","","","","","6000",
"1924","일반야영장업","03_11_07_P","5250000","CDFI2262132017000001","20170620","","01","영업/정상","13","영업중","","","","","","","","경상북도 울진군 근남면 구산리 1290","경상북도 울진군 근남면 왕피천로 555-110","36336","왕피천 하늘담 야영장","20201205142340","U","2020-12-08 02:40:00.0","","408688.487435391","382424.756137786","일반야영장업","","","","","","","기타","","","","77","","","","","","","","","","76.7","","","","","","","","","","","","","77",
"1925","일반야영장업","03_11_07_P","5250000","CDFI2262132017000002","20170707","","01","영업/정상","13","영업중","","","","","","","","경상북도 울진군 금강송면 소광리 173-2번지","","","금강송 체험 야영장","20170707170641","I","2018-11-26 13:44:42.0","","396835.190156518","392116.831327905","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1926","일반야영장업","03_11_07_P","5250000","CDFI2262132017000008","20170721","","01","영업/정상","13","영업중","","","","","","","","경상북도 울진군 금강송면 소광리 429-1번지 외 1필지","","","산내들 관광농원","20180207104015","I","2018-11-26 13:44:42.0","","396930.574351082","386881.067259691","일반야영장업","","","","","","","","","","","","","","","","","","","","","3542","","","","","","","","","","","","","3542",
"1927","일반야영장업","03_11_07_P","5710000","CDFI2262132016000001","20160609","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 상당구 낭성면 문박리 390 외 4필지(388, 389, 390-2, 394-3)","충청북도 청주시 상당구 낭성면 호정대신로 69-34","28193","씨앗골캠핑장","20220810103125","U","2022-08-12 02:40:00.0","","254163.642938","347758.166859","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1928","일반야영장업","03_11_07_P","5710000","CDFI2262132016000002","20160926","","01","영업/정상","13","영업중","","","","","043-201-0732~3","","","충청북도 청주시 흥덕구 원평동 72-1번지 외 18필지","","","문암생태공원 캠핑장","20161006101035","I","2018-11-26 13:44:42.0","","239852.32815","352967.197343","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1929","일반야영장업","03_11_07_P","5710000","CDFI2262132016000003","20161123","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 상당구 낭성면 갈산리 341-1번지","충청북도 청주시 상당구 낭성면 갈산1길 19","28192","청주키즈캠핑장","20161123165555","I","2018-11-26 13:44:42.0","","251413.182256","350573.136976","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1930","일반야영장업","03_11_07_P","5600000","CDFI2262132016000023","20160706","","01","영업/정상","13","영업중","","","","","0315354308","","","경기도 포천시 군내면 직두리 450번지 외 1필지(217번지)","경기도 포천시 군내면 청군로2985번길 50-29","11155","수원산오토캠핑장","20160706175934","I","2018-11-26 13:44:42.0","","220994.591986448","484491.487795541","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","1180","","","","","","","","","","","","","1180",
"1931","일반야영장업","03_11_07_P","5600000","CDFI2262132016000024","20160715","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 장암리 650-5번지 외 3필지(651-3, 651-4, 651-5)","경기도 포천시 이동면 성장로1289번길 155-76","11111","캠핑라운지","20160715174745","I","2018-11-26 13:44:42.0","","232346.076759684","505020.305869074","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","6781","","","","","","","","","200000000","","","","6781",
"1932","일반야영장업","03_11_07_P","5600000","CDFI2262132016000025","20160722","","01","영업/정상","13","영업중","","","","","0315320014","","","경기도 포천시 이동면 장암리 산 74번지","경기도 포천시 이동면 늠바위길 207-28","11111","국망봉자연휴양림 캠핑장","20160726141243","I","2018-11-26 13:44:42.0","","235017.769043219","502886.248423306","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","1200","","","","","","","","","","","","","1200",
"1933","일반야영장업","03_11_07_P","5600000","CDFI2262132016000026","20160804","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 소흘읍 직동리 218-1","","","광릉분재예술공원 캠핑장","20220503102927","U","2022-05-05 02:40:00.0","","214753.279033552","475436.730817009","일반야영장업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","3231","","0","","","","","","","0","","","","3231",
"1934","일반야영장업","03_11_07_P","5600000","CDFI2262132016000027","20160811","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 연곡리 475번지","경기도 포천시 이동면 화동로1870번길 31","11113","꿈에그린 캠핑장","20170622172251","I","2018-11-26 13:44:42.0","","232525.81428139","501294.439377145","일반야영장업","","관리지역","","","","","","","","","","","","","","","","","","","4076","","","","","","","","","","","","","4076",
"1935","일반야영장업","03_11_07_P","5600000","CDFI2262132016000028","20160819","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 521번지","경기도 포천시 이동면 금강로 6217-16","11110","새연리조트 포천점","20200519100901","U","2020-05-21 02:40:00.0","","234154.122395624","509056.471761079","일반야영장업","","관리지역","","","","","","","","","","","","","","","","","","","2848","","","","","","","","","","","","","2848",
"1936","일반야영장업","03_11_07_P","5600000","CDFI2262132016000029","20160830","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 영중면 성동리 75","경기도 포천시 영중면 성장로179번길 32","11127","파피루스 캠핑장","20220506160300","U","2022-05-08 02:40:00.0","","224692.09154373","502700.693453259","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","5623","","","","","","","","","200000000","","","","5623",
"1937","일반야영장업","03_11_07_P","5600000","CDFI2262132016000030","20161005","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 화현면 화현리 716-7번지","","","포천글램핑앤카라반","20181030140836","I","2018-11-26 13:44:42.0","","227820.096180944","488916.409434486","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","86.4","","","","","","","","","","","","","86",
"1938","일반야영장업","03_11_07_P","5600000","CDFI2262132016000031","20161011","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 관인면 삼율리 40-1번지","","","담터오지캠핑장","20161011101305","I","2018-11-26 13:44:42.0","","216373.935805062","518225.472250937","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","990","","","","","","","","","","","","","990",
"1939","일반야영장업","03_11_07_P","5600000","CDFI2262132016000032","20161020","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 585-6번지","경기도 포천시 이동면 금강로 6561","11110","키즈글램핑GEO","20161020132942","I","2018-11-26 13:44:42.0","","234702.071221059","512058.513350536","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","8846","","","","","","","","","","","","","8846",
"1940","일반야영장업","03_11_07_P","5600000","CDFI2262132016000033","20161021","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 영북면 산정리 84-5번지","경기도 포천시 영북면 여우고개로 7","11103","예손농원캠핑장","20161021164958","I","2018-11-26 13:44:42.0","","228646.877518184","506548.720398066","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","13204","","","","","","","","","","","","","13204",
"1941","일반야영장업","03_11_07_P","3400000","CDFI2262132017000001","20170904","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 병산리 566","부산광역시 기장군 정관읍 병산1길 18 (병산골정원)","46003","초원 숲속 야영장","20201214164819","U","2020-12-16 02:40:00.0","","398787.642003738","207288.381825327","일반야영장업","","자연녹지지역","","","","농협손해보험","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1942","일반야영장업","03_11_07_P","3400000","CDFI2262132018000001","20181109","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 장안읍 기룡리 448","부산광역시 기장군 장안읍 장안로 18","46032","장안캠프","20211222091856","U","2021-12-24 02:40:00.0","","404762.608168514","207085.420254744","일반야영장업","","자연녹지지역","1","","","삼성화재보험","기타","","","","491","","","","","","","","","","","","","","","","","","","","","","","",
"1943","일반야영장업","03_11_07_P","3940000","CDFI2262132016000002","20161102","","01","영업/정상","13","영업중","","","","","0319131700","","","경기도 고양시 일산서구 대화동 2720","경기도 고양시 일산서구 킨텍스로 217-25 (대화동)","10390","킨텍스캠핑장","20221023111714","U","2022-10-25 02:40:00.0","","176909.406909301","462353.46460501","일반야영장업","","","","기타","","","기타","","","","","","","","","","","","","","39000","","","","","","","","","","","","","39000",
"1944","일반야영장업","03_11_07_P","3940000","CDFI2262132018000001","20181120","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 지축동 127-1","경기도 고양시 덕양구 북한산로387번길 180 (지축동)","10580","북한산농바위캠핑장","20210722145732","U","2021-07-24 02:40:00.0","","195507.656108643","462729.414858308","일반야영장업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","3500","","0","","","","","","","130000000","","","","3500",
"1945","일반야영장업","03_11_07_P","4540000","CDFI2262132015000001","20150807","","01","영업/정상","13","영업중","","","","","041 734 6980","","320932","충청남도 논산시 상월면 한천리 265","충청남도 논산시 상월면 한천길 15-11","320932","아트 캠핑 빌리지","20220713165942","U","2022-07-15 02:40:00.0","","213580.260316","307017.904092","일반야영장업","","","0","기타","","","근린생활시설","0","0","0","195","","","0","0","","0","0","","0","2956","","0","","","","","","","0","","","","2956",
